product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
橙光游戏,游戏体育,平台：WEB,坐标：北京市,官网：www.66rpg.com,成立时间：不详,"其他轮,300万,美元,融资完成",立即认领,运营状态：正在运营,游戏硬件,橙光游戏为一款开放性游戏制作工具，并拥有发布用户原创游戏的平台及社区，主要为女性向网页及移动端文字avg游戏，隶属北京六趣网络科技有限公司。,,,http://pic2.pedaily.cn/newseed/project/201605/20160510100458268.jpg,http://www.newseed.cn/project/30924,北京六趣网络科技有限公司,北京六趣网络科技有限公司，简称六趣、北京六趣、六趣科技等，由柳晓宇创建于2012年5月，总部设在北京，前身是柳柳工作室。在工作室时期发布的作品有《格斗纹章》、《姜太公的小岛》、《神兽大战倭寇》、《少侠一炷香》，公司制作的作品《永夜幻想曲》，已在2013年第一季度上线销售。同年5月，六趣推出了开放性游戏制作工具——《橙光文字游戏制作工具》，与其前身《彩虹文字游戏制作精灵·红》一样，快速、可视化、人性化、无编码的操作过程将用户的操作难度降到最低。北京六趣的主要制作人柳晓宇，曾经开发过著名的日式RPG《黑暗圣剑传说》，该作成为原创游戏制作界的一款经典作品。
木鸟短租,旅游,"平台：WEB,移动应用",坐标：北京市,官网：www.muniao.com,成立时间：12-05-20,"其他轮,金额未透露,融资完成",约谈,运营状态：正在运营,O2O/本地生活公共出行旅游综合服务,木鸟短租是分享经济模式下的O2O在线民宿预订平台，目前已在全国396个城市覆盖约30万套房源，涵盖别墅、海景房、四合院、木屋、客栈、窑洞等特色房，给旅游者多样化的住宿选择，同时平台不断完善当地房东增值服务功能，实现旅游者最本土化的旅行体验。房东通过把闲置房源分享给房客获利，其中佣金的10%做为木鸟短租平台利润。,黄小旭,黄小旭员工黄越CEO,http://newseed.pedaily.cn/upload/project/logo/201511/24113735275.jpg,http://www.newseed.cn/project/18204,北京爱游易科技有限公司,木鸟短租是一家主打短租房、日租房的在线预订平台，提供民居、四合院、度假公寓、海景房等各类房屋短租服务，北京爱游易科技有限公司旗下网站。
借贷宝,企业服务,平台：WEB,坐标：北京市,官网：不详,成立时间：不详,"其他轮,25亿,人民币,融资完成",约谈,运营状态：正在运营,互联网互联网金融,借贷宝是一家互联网金融服务平台，主打熟人间单向匿名借贷模式（即借款人实名、出借人匿名），通过互联网人与人之间的连接机制，实现直接金融交易。,郭金瑞,郭金瑞员工,http://pic.pedaily.cn/newseed/project/20150707/20150707190349451.jpg,http://www.newseed.cn/project/18103,人人行科技有限公司,借贷宝是一家互联网金融服务平台，主打熟人间单向匿名借贷模式（即借款人实名、出借人匿名），通过互联网人与人之间的连接机制，实现直接金融交易。
育果医生,医疗健康,平台：WEB,坐标：北京市,官网：www.mamayuguo.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,育果医生是一家面向母婴服务领域、主打高端医疗服务及保险咨询的平台，是目前汇聚目标人群最多、规模最大的第三方用户平台。2014年转型做育果医生，集“医生预约+病历留存+支付网络”为一体。,,,http://pic2.pedaily.cn/newseed/project/201605/20160523094440810.jpg,http://www.newseed.cn/project/32279,北京晟世康泰文化传播有限公司,育果医生是一家面向母婴服务领域、主打高端医疗服务及保险咨询的平台，是目前汇聚目标人群最多、规模最大的第三方用户平台。2014年转型做育果医生，集“医生预约+病历留存+支付网络”为一体。
作业盒子,教育培训,平台：WEB,坐标：北京市,官网：t.knowbox.cn,成立时间：不详,"其他轮,2亿,人民币,融资完成",立即认领,运营状态：正在运营,K12互联网,作业盒子今日宣布获得1000万美元A轮融资，由好未来领投、刘强东、章泽天、天使投资方联想之星跟投。作业盒子是一家专注K12互联网教育领域的公司，这是好未来继轻轻家教后，在该领域的再次出击，同时也是章泽天的首个投资项目。,,,http://pic.pedaily.cn/newseed/project/20150710/20150710104735122.jpg,http://www.newseed.cn/project/18157,北京知识印象科技有限公司,北京知识印象科技有限公司致力于提供中小学师生在线教育平台，主要产品有：作业盒子老师端（适配安卓、苹果系统）、作业盒子学生端（适配安卓、苹果系统），作业盒子老师端网页版，速算总动员老师端（适配安卓、苹果系统，PC网页版）、速算总动员学生端（适配安卓、苹果系统，PC网页版）。
丁盯智能门磁,硬件,平台：WEB,坐标：北京市,官网：www.dding.net,成立时间：2014-05,"其他轮,5100万,人民币,融资完成",立即认领,运营状态：正在运营,智能家居游戏硬件,云丁网络是一家智能家居、智能生活硬件技术公司，首款产品为丁盯智能门磁。,,,http://pic2.pedaily.cn/newseed/project/201703/20170309143010885.png,http://www.newseed.cn/project/18317,云丁网络技术（北京）有限公司,云丁网络是一家智能家居、智能生活硬件技术公司，产品包括面向家用的丁盯智能门磁、丁盯安全门锁，以及面向公寓（长租、短租）的安全门锁公寓版和平台解决方案。
轻松筹,房产金融,平台：WEB,坐标：北京市,官网：www.qschou.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,轻松筹是一个主打“社交众筹”和“轻众筹”概念的众筹平台，可以让任何人、在任何时间、任何地点、轻松发起任何内容的众筹。北京轻松筹网络科技有限公司旗下产品。,,,http://pic2.pedaily.cn/newseed/project/201606/20160602140949203.jpg,http://www.newseed.cn/project/32830,北京轻松筹网络科技有限公司,北京轻松筹网络科技有限公司于 2014 年 9 月成立。同年，基于社交圈的、面向广大网民日常生活的“轻松筹”正式上线。轻松筹是中国最具影响力的、基于社交圈的众筹平台。
化塑汇,企业服务,平台：WEB,坐标：上海市,官网：www.huasuhui.com,成立时间：2014-06,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,互联网电子商务,化塑汇作为一家化工电商，成立于2014年6月，致力推动互联网+化塑的基础设施建设，打通化塑全产业链的信息流、物流、资金流的交易闭环；以分布式共享平台的创新管理模式，构造化塑行业全产业链新生态系统。,,,http://pic2.pedaily.cn/newseed/project/201605/20160523151920961.jpg,http://www.newseed.cn/project/35519,上海塑盛电子商务有限公司,化塑汇是一家专注于化工、塑料原料贸易服务的电子商务平台，旨在降低化塑贸易成本，由慧聪网前高管智建鹏先生创建。公司目前聚集有一批互联网和化塑贸易业内的资深人士。
唯彩会,文化娱乐,平台：WEB,坐标：广州市,官网：vipc.cn,成立时间：不详,"其他轮,5500万,人民币,融资完成",立即认领,运营状态：正在运营,媒体,唯彩会是彩民聚合平台和彩票媒体平台，隶属于广州唯彩会网络科技有限公司．,,,http://pic2.pedaily.cn/newseed/project/201703/20170322161418113.jpg,http://www.newseed.cn/project/33222,广州唯彩会网络科技有限公司,唯彩会是彩民聚合平台和彩票媒体平台，隶属于广州唯彩会网络科技有限公司．
ENJOY,生活消费,平台：WEB,坐标：北京市,官网：enjoy.ricebook.com,成立时间：不详,"其他轮,3000万,美元,融资完成",立即认领,运营状态：正在运营,电子商务,Enjoy是一个主打限量美食精选服务电子商务平台，面向中产阶级提供中高端餐厅的折扣预订。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150611@122714.jpg,http://www.newseed.cn/project/35309,北京严肃科技有限公司,NJOY 精选限量美食是饭本旗下的电商售卖平台，主要定位于为中国正在日益崛起的上亿中产阶级提供高质量精选餐饮产品。其目前的合作商户为北京、上海、成都及杭州的高端餐饮品牌，“全国送”服务上线之后，ENJOY 的快递类产品已覆盖全国。ENJOY 的目标核心用户为对生活品质有极高追求的白领人群及有较好消费能力的高端人群。根据ENJOY方面的数据显示，目前其用户数已突破100万人，日均订单在3000单左右。
Magic Leap,硬件,平台：WEB,坐标：美国,官网：www.magicleap.com,成立时间：2011-05-05,"其他轮,500万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR图像视频,MagicLeap成立于2011年5月5日，是世界知名的增强现实（AR）公司，采用的数字光场增强现实技术是增强现实领域的最前沿技术，其主要研发方向是将立体3D图像无缝整合到真实场景，通过电子光波传输到眼睛和大脑，让用户在真实场景的基础上能直接看到虚拟场景并与之互动。,,,http://pic2.pedaily.cn/newseed/project/201608/20160818132816804.jpg,http://www.newseed.cn/project/36665,Magic Leap,Magic Leap成立于2011年5月5日，是世界知名的增强现实（AR）公司，采用的数字光场增强现实技术是增强现实领域的最前沿技术，其主要研发方向是将立体3D图像无缝整合到真实场景，通过电子光波传输到眼睛和大脑，让用户在真实场景的基础上能直接看到虚拟场景并与之互动。
Drizly,生活消费,平台：WEB,坐标：美国,官网：drizly.com,成立时间：不详,"其他轮,1500万,美元,融资完成",立即认领,运营状态：正在运营,零食/饮料,Drizly公司将线上酒类饮料销售体验进行了标准化，该公司解决了很多行业痛点，比如，他们可以提供最好最优惠的价格，也能找到各种稀缺的酒类饮料，更重要的是，订单确定之后只需一小时就能送货上门。Drizly给消费者带来了一种前所未有的酒类饮料购买体验。,,,http://pic2.pedaily.cn/newseed/project/201608/20160808102901900.jpg,http://www.newseed.cn/project/35990,BitX,BitX是一个跨国比特币平台，总部位于新加坡，主要为东南亚和非洲等新兴市场提供钱包、交易所和商户对接服务。
G7货运人,信息技术,平台：WEB,坐标：北京市,官网：huoyunren.com,成立时间：不详,"其他轮,4500万,美元,融资完成",立即认领,运营状态：正在运营,互联网,汇通天下专注于为公路运输及配送提供信息服务。主要产品是iPS智能互联信息管理平台，其中包括针对大型物流企业的“GREAT系统”，针对中小物流企业的“货运人GPS”，以及社交型网站“货运人网”、货运互联网平台G7等。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@035339.jpg,http://www.newseed.cn/project/17162,北京汇通天下物联科技有限公司,北京汇通天下物联科技有限公司（以下简称汇通天下），是腾讯投资的物流互联网公司。公司总部在北京，研发中心位于成都，同时在上海及广州设有两个解决方案中心，服务网络覆盖全国105个主要城市。汇通天下专注于为公路运输及配送提供信息服务。主要产品是iPS智能互联信息管理平台，其中包括针对大型物流企业的“GREAT系统”，针对中小物流企业的“货运人GPS”，以及社交型网站“货运人网” 、货运互联网平台G7等。
橘子娱乐,文化娱乐,平台：WEB,坐标：北京市,官网：www.happyjuzi.com,成立时间：2013-08,"其他轮,1000万,美元,融资完成",立即认领,运营状态：正在运营,媒体,橘子娱乐是一家娱乐新媒体公司，具有弹幕互动、原创内容等特性。,,,http://pic.pedaily.cn/newseed/project/201601/20160106143626434.jpg,http://www.newseed.cn/project/17346,北京橘子文化传媒有限公司,橘子娱乐是一家娱乐新媒体公司，具有弹幕互动、原创内容等特性。
天天果园,生活消费,平台：WEB,坐标：上海市,官网：www.fruitday.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,电子商务,天天果园是一家主打全球进口鲜果产品及服务的电子商务服务商，上海天天鲜果电子商务有限公司旗下网站。,,,http://pic2.pedaily.cn/newseed/project/201603/20160330145746570.jpg,http://www.newseed.cn/project/17600,上海天天鲜果电子商务有限公司,天天果园隶属于上海天天鲜果电子商务有限公司，是一家提供高品质鲜果产品和鲜果服务公司。天天果园创办者有着超过30年的水果食品行业经验。品质和服务是天天果园（Fruitday）的核心所在，为了保证品质和新鲜，采购由水果经验丰富的专家严格精选，人工拣果挑选出库；自建专用冷库及冷藏车保证全程冷链物流，便利宅送，全年无休，以确保水果新鲜送达。为了方便消费者，公司搭建方便快捷的电子购物平台以及电视购物、企业直供和体验店等多元供应渠道。
管家帮,生活消费,平台：WEB,坐标：北京市,官网：www.95081.com,成立时间：2006-01,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,O2O/本地生活健康保健,管家帮是一个主打本地生活和家庭服务的O2O平台，提供家政服务、养老服务、健康服务、代驾等便民服务等。,,,http://pic.pedaily.cn/newseed/project/201601/20160113134216453.jpg,http://www.newseed.cn/project/17636,北京易盟天地信息技术有限公司,管家帮是一个主打本地生活和家庭服务的O2O平台，提供家政服务、养老服务、健康服务、代驾等便民服务等，隶属于北京易盟天地信息技术有限公司。原名95081家庭服务中心
驴妈妈旅游网,旅游,平台：WEB,坐标：上海市,官网：www.feilvway.com,成立时间：不详,"其他轮,8亿,人民币,融资完成",立即认领,运营状态：正在运营,电子商务旅游综合服务,驴妈妈旅游网是中国新型B2C旅游电子商务网站，是上海景域文化传播有限公司2008年整合奇创旅游咨询运营机构、《携程自由行》杂志资源，独家打造的中国第一家以景区分销和精确营销为主的旅游电子商务网站，实现对游客服务的精准营销。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@113125.jpg,http://www.newseed.cn/project/17616,上海景域文化传播有限公司,"驴妈妈旅游网是中国新型B2C旅游电子商务网站，是上海景域文化传播有限公司2008年整合奇创旅游咨询运营机构、《携程自由行》杂志资源，独家打造的中国第一家以景区分销和精确营销为主的旅游电子商务网站，实现对游客服务的精准营销。

	 

	驴妈妈旅游网由携程旅行网创始人CEO、上海团购网创始人CEO、风险投资人、上海奇创旅游咨询运营机构创始人、知名媒体人、旅游营销专家及电子商务专家共同出资创建，依托驴妈妈网络营销与分销平台（驴妈妈景区门票分销网）、《携程自由行》杂志、400语音定购热线、国际旅游媒体营销联盟等核心资源，打造中国最为专业的景区营销与门票分销平台。"
茵曼INMAN,生活消费,平台：WEB,坐标：广州市,官网：www.inman.com.cn,成立时间：不详,"其他轮,3.24亿,人民币,融资完成",立即认领,运营状态：不详,艺术美业/服装大宗批发零售,茵曼INMAN是一个主打棉麻生活用品的网络服饰零售品牌，定位为“棉麻艺术家”，隶属于广州市汇美服装有限公司。公司日前获得3.24亿元战略投资，由搜于特投资，汇美集团本轮融资估值约13亿元。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@053346.jpg,http://www.newseed.cn/project/17708,广州市汇美服装有限公司,茵曼INMAN是一个主打棉麻生活用品的网络服饰零售品牌，定位为“棉麻艺术家”，隶属于广州市汇美服装有限公司。
会唐网,信息技术,平台：WEB,坐标：北京市,官网：www.eventown.com.cn,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,会唐网，隶属北京会唐世纪科技有限公司旗下，是提供中文场地查询、预定及整合营销的垂直平台。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@085838.jpg,http://www.newseed.cn/project/17790,北京会唐世纪科技有限公司,会唐网，隶属北京会唐世纪科技有限公司旗下，是提供中文场地查询、预定及整合营销的垂直平台。
一点资讯,文化娱乐,平台：WEB,坐标：北京市,官网：www.yidianzixun.com,成立时间：不详,"其他轮,3000万,美元,融资完成",立即认领,运营状态：不详,媒体VR/AR,2月10日凤凰新媒体宣布，该公司已与新闻客户端“一点资讯”母公司Particle签订股票购买协议，以总计3000万美元的价格另购其21%的股份。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@100527.jpg,http://www.newseed.cn/project/17851,北京一点网聚科技有限公司,一点资讯是一个新的手机阅读应用，根据你的兴趣筛选资讯、每天只读一点，北京一点网聚科技有限公司旗下。
世纪互联,企业服务,平台：WEB,坐标：北京市,官网：www.ch.21vianet.com,成立时间：不详,"其他轮,3.88亿,美元,融资完成",立即认领,运营状态：正在运营,,数据堂是一个科研数据共享服务网站，提供各类科研信息，数据堂（北京）科技有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@010527.jpg,http://www.newseed.cn/project/18338,世纪互联数据中心有限公司,"世纪互联数据中心有限公司是中国大型电信中立互联网基础设施服务提供商，主要为客户提供服务器及网络设备托管服务，并通过网络互联服务（interconnectivity），帮助企业全面提升其互联网基础设施的性能、可用性和安全性。此外，世纪互联的服务范围还涵盖管理式网络服务（managed network services），致力于帮助客户通过广泛的数据传输网络和特有的BroadEx®智能路由技术在互联网上更快捷、更可靠地传输数据。

	 

	目前，世纪互联在国内33个城市运营66家数据中心，这些基础设施均由高质量的数据中心和庞大的数据传输网络组成。其中包括所有中国大型互联网中心，一共管理有超过8000个机柜，覆盖超过55000个服务器。世纪互联独立于电信运营商的数据传输网络包括超过350个服务提供点，每个服务提供点指代由一个地方链接其他网络领域的连接点。"
上海领玩网络FireflyGames,游戏体育,平台：WEB,坐标：上海市,官网：www.fireflygames.com,成立时间：不详,"其他轮,1000万,美元,融资完成",立即认领,运营状态：不详,游戏硬件O2O/本地生活游戏发行及渠道,上海领玩网络科技（FIREFLYGAMES）是一家手机游戏发行及运营服务商，专注于全球尤其是欧美、俄罗斯市场的手机游戏的发行代理与本地化运营。公司日前获得800万美元A轮投资。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150611@122508.jpg,http://www.newseed.cn/project/17816,上海领玩网络科技有限公司,上海领玩网络科技（FIREFLYGAMES）是一家手机游戏发行及运营服务商，专注于全球尤其是欧美、俄罗斯市场的手机游戏的发行代理与本地化运营。
悠游堂Yuyuto,生活消费,平台：WEB,坐标：上海市,官网：www.yuyuto.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,儿童早教,悠游堂（Yuyuto）是一家以儿童为中心的家庭娱乐消费平台，旗下业务包括：儿童游乐场、儿童仿真冰场、高档母婴用品专卖店等。该公司日前获得2亿元PE投资，由由达晨创投、同创伟业、TCL产业基金、重山资本、广发证券、正和岛等多家投资机构联合投资。,,,http://pic.pedaily.cn/newseed/project/20150714/20150714222608539.jpg,http://www.newseed.cn/project/17870,上海悠游堂投资发展股份有限公司,悠游堂（Yuyuto）是一家以儿童为中心的家庭娱乐消费平台，旗下业务包括：儿童游乐场、儿童仿真冰场、高档母婴用品专卖店等。
聚胜万合MediaV,文化娱乐,平台：WEB,坐标：上海市,官网：www.mediav.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,广告营销,聚胜万合MediaV是一家精准营销及数字营销服务商，旗下有聚品广告平台、MediaVDSP服务平台、聚合数据平台等，隶属于上海聚胜万合广告有限公司（上海漫酷广告有限公司子公司）。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@021743.jpg,http://www.newseed.cn/project/18523,上海聚胜万合广告有限公司,聚胜万合MediaV是一家精准营销及数字营销服务商，旗下有聚品广告平台、MediaV DSP服务平台、聚合数据平台等，隶属于上海聚胜万合广告有限公司（上海漫酷广告有限公司子公司）。
