product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
Migme,信息技术,平台：WEB,坐标：新加坡,官网：mig.me,成立时间：2005,"股权投资,770万,美元,融资完成",立即认领,运营状态：正在运营,媒体,Migme创立于2005年，总部位于新加坡，是一家全球性的数字媒体公司，于2014年8月11日上市。公司致力于为用户提供社交娱乐平台服务。,,,http://pic2.pedaily.cn/newseed/project/201608/20160823133248844.jpg,http://www.newseed.cn/project/53349,Migme,Migme创立于2005年，总部位于新加坡，是一家全球性的数字媒体公司，于2014年8月11日上市。公司致力于为用户提供社交娱乐平台服务。
顺一水运,物流,"平台：WEB,硬件,移动应用",坐标：安庆市,官网：不详,成立时间：2017-01-17,"股权投资,500万,人民币,需要融资",约谈,运营状态：不详,移动互联网互联网大数据电子商务互联网金融境内物流,公司旗下运营的“顺一水运”是利用船联网技术搭建的一站式水上智能物流竞价平台，可以有效解决船舶空驶力冗余、水上物流信息不对称、资金流动不畅、船舶货物运输方位不清和运输到货不及时等系列问题，从而提高配载效率，降低物流运输成本。,kzjz,张伟项目策划人,http://www.newseed.cn/upload2/project/logo/201709/29105027104.jpg,http://www.newseed.cn/project/61187,N/A,
就近家装,生活消费,平台：其他,坐标：北京市,官网：www.jiujinzxyc.com,成立时间：2016-05-12,"股权投资,1500万,人民币,需要融资",约谈,运营状态：正在运营,家装,打造标准化家装设计、主材及施工服务的一站式家装服务交易平台。,李春秋,,http://newseed.pedaily.cn/upload/fund/project/logo/201608/cddde13e-e5fe-48dc-80e1-2fadec149a99.jpg,http://www.newseed.cn/project/53490,N/A,
Vroozi,生活消费,平台：WEB,坐标：美国,官网：www.vroozi.com,成立时间：不详,"股权投资,400万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR办公软件行业及技术解决方案,Vroozi创立于2011年，总部位于加利福尼亚州，致力于为不同行业各种规模的企业提供一个基于云的采购软件平台，为他们提供高效、便捷和直观的解决方案，改善企业的采购工作效率和支出管理工作。,,,http://pic2.pedaily.cn/newseed/project/201608/20160830162209423.jpg,http://www.newseed.cn/project/53583,Vroozi,Vroozi创立于2011年，总部位于加利福尼亚州，致力于为不同行业各种规模的企业提供一个基于云的采购软件平台，为他们提供高效、便捷和直观的解决方案，改善企业的采购工作效率和支出管理工作。
捷装网,信息技术,平台：其他,坐标：中山市,官网：JF-1988.com,成立时间：2016-07-01,"股权投资,200万,人民币,需要融资",约谈,运营状态：未上线,VR/ARO2O/本地生活互联网,通过O2O+BOC+VR模式以及互联网技术进行装饰设计公司、设计师、建材商之间的资源整合，为业主提供省时、省心、省力、省钱的一站式服务，并为合作的装饰设计公司、设计师、建材商等提供优质服务。为业主以及商家提供全新VR技术模拟现实720°实景展示，增强体验感。同时根据业主口碑，同行评价，自我打分及配合平台完成工作情况等方面对合作方进行系统化评级，并采用签订协议等方式进行保障，促使平台合作方服务质量的提升，促进行业的良性发展。,孙生,,http://newseed.pedaily.cn/upload/project/logo/201609/05100728924.jpg,http://www.newseed.cn/project/53725,N/A,
上港纺织,传统行业,平台：其他,坐标：苏州市,官网：不详,成立时间：2015-06-18,"股权投资,600万,人民币,需要融资",约谈,运营状态：未上线,能源环保制造业,苏州市上港纺织新增印染车间工厂。,呼叫首富,鲁加雷法人万德军车间技术主任,http://www.newseed.cn/upload/user/logo/201708/6593184228.jpg,http://www.newseed.cn/project/60645,N/A,
想要呗体系化网络信贷课堂,教育培训,平台：移动应用,坐标：西安市,官网：www.wanyihetian.cn,成立时间：2017-09-13,"股权投资,200万,人民币,需要融资",约谈,运营状态：不详,移动互联网互联网职业培训,中国每年有1亿人需要贷款，而只有500万人能够拿到钱剩下的9500万人呢？为了解决问题不得不承担高额利息及手续费，甚至还有部分人即使付出高额成本仍然无法解决问题，往往耽误处理问题的最佳时间.想要呗通过技术输出解决用户痛点价格亲民简单易学且目前行业属于空白,Alessandro Manfredini,刘长勋董事长郝树奎总经理曾钰人资总监张凡产品经理运营经理罗玥,http://www.newseed.cn/upload2/project/logo/201711/13155021154.jpg,http://www.newseed.cn/project/61677,N/A,
中草药健康祛湿减脂茶,医疗健康,平台：硬件,坐标：柳州市,官网：不详,成立时间：2017-03-29,"股权投资,5000万,人民币,需要融资",约谈,运营状态：正在运营,零食/饮料健康保健,技术创新：市面上没有真正的一款能够快速有效对人体带来健康的茶饮料，要么单一，要么效果不是太明显等，按照中医理论——万病皆有湿气造成，根据这一理论特研发此产品，1、湿气重影响脾胃和消化功能，2、湿气重影响关节活动，3、湿气容易引起身体的疾病缠绵难愈，4、湿气重阻碍身体的气机和血脉畅通，5、湿气重对各类人群产生的疾病呈现多样化。状况：1、身体易肥胖，2、舌苔重舌头两侧有齿印，3、排便不成形，4、睡眠质量下降，5、困倦，特别是午后或者午餐及晚餐餐后，6、其他症状。产品根据人体上中下三焦是人体最重要的脏腑，是个很大、最重要的人体脏腑，最容易导致人体湿气的产生，如何快速有效、简便去排除人体的湿气。,马浩良,,http://newseed.pedaily.cn/upload/project/logo/201703/29165138505.jpg,http://www.newseed.cn/project/56349,N/A,
点点客,信息技术,平台：WEB,坐标：上海市,官网：www.dodoca.com,成立时间：不详,"股权投资,2500万,人民币,融资完成",立即认领,运营状态：不详,,点点客是一家服务企业的移动社交营销网络，将微信、微博等纳入企业营销的整体体系，上海点客信息技术股份有限公司旗下网站。公司今日通过定向增发股票的方式融资2.2亿元，定增对象包括：华夏资本管理有限公司、红土创新基金管理有限公司、深圳创新投资集团有限公司等新三板合格投资者，以及点点客管理团队。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@081631.jpg,http://www.newseed.cn/project/17403,上海点客信息技术股份有限公司,上海点客信息技术股份有限公司（点点客）成立于2007年，注册资本1593万人民币，是一家专注于大中型企业移动应用的高新技术企业。在各地开设15家分公司和办事处，并拓展了遍布连锁、金融、零售、汽车、医疗等多个行业的5万多家企业客户。
沪江网,教育培训,平台：WEB,坐标：上海市,官网：www.hujiang.com,成立时间：不详,"股权投资,10亿,人民币,融资完成",立即认领,运营状态：正在运营,媒体,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@090516.jpg,http://www.newseed.cn/project/18399,上海互加文化传播有限公司,沪江网诞生于2001年，是国内最早的外语原创教学网络平台。自诞生之日起，沪江网便专注于外语教育市场，致力于为国内外上亿外语学习者、教育者提供最有效的外语网络互动学习平台和全面的外语学习资讯等服务。通过多年的厚重积累，沪江网已经稳步建立起在全国网络外语学习行业的领袖地位，在业界知名度、品牌号召力、用户数量等诸多方面具有绝对领先优势，成为全国规模最大的外语学习门户。沪江目前已拥有英日法韩四大学习网站，通过旗下五大架构：提供网络双语新闻及内容服务的外语频道、英日在线查词工具、SNS学习互动社区的沪江部落、沪江博客、以及B2C电子商务平台沪江网店，向上亿外语学习用户提供包括外语学习门户网站、互动外语教学问答、查词和翻译、搜索引擎及目录索引、移动增值服务、外语学习兴趣分类与社区建设型小组、外语博客、影音流媒体、收费服务、外语培训代报名、B2C电子商务和个人外语学习解决方案等在内的一系列服务。
工资钱包,房产金融,平台：WEB,坐标：上海市,官网：www.gongziqianbao.com,成立时间：2015,"股权投资,2亿,人民币,需要融资",约谈,运营状态：正在运营,人力资源移动互联网互联网互联网金融,工资钱包是由上海蔚捷互联网金融信息服务有限公司首创并开发的一款以“工资”及“活期结余”为主要增值管理对象的划时代移动互联网应用。真正替代传统意义上的“工资卡”形式，为工资的发放、管理和应用以及个人理财，开创了一种全新的模式。该模式创造性的将针对企业端的“人力资源服务”和针对个人端的“移动金融服务”进行了颠覆性的整合；为使用者提供了涵盖“薪资代发”、“个人工资管理增值”在内的等一系列创新服务。,王文杰,王文杰员工,http://pic2.pedaily.cn/newseed/project/201607/20160727094001996.jpg,http://www.newseed.cn/project/44808,上海蔚捷互联网金融信息服务有限公司,“工资钱包”是由上海蔚捷互联网金融信息服务有限公司开发的一款以“工资”及“活期结余”为主要增值管理对象的划时代移动互联网应用，正式成立于2015年3月，公司创始人温志华。“工资钱包”替代了传统意义上的“工资卡”形式，为工资的发放、管理和应用以及个人理财，开创了一种全新的模式。
Delos™,传统行业,平台：其他,坐标：纽约,官网：delos.com,成立时间：不详,"股权投资,2000万,美元,融资完成",立即认领,运营状态：正在运营,健康保健,Delos™是一家房地产科技公司，也是众所周知的房地产WELL标准（第一个专注于通过改善建筑环境提高人类健康和福祉的建筑标准）的创立者。作为健康房地产（WellnessRealEstate™）的先驱，Delos将健康和保健理念放在建筑设计和施工决策的中心地位。公司于2009年推出了改善室内助培养、维护和促进人类健康和福祉，创建一个既有益于人类健康，又拥有良好性能的生活空间。Delos平台为用户提供规划、咨询、调研服务，还提供一系列的创新产品和相关技术。,,,http://pic2.pedaily.cn/newseed/project/201607/20160707104751715.jpg,http://www.newseed.cn/project/51991,Delos Living LLC,Delos™ 是一家房地产科技公司，也是众所周知的房地产 WELL 标准（第一个专注于通过改善建筑环境提高人类健康和福祉的建筑标准）的创立者。作为健康房地产（Wellness Real Estate™）的先驱，Delos 将健康和保健理念放在建筑设计和施工决策的中心地位。公司于 2009 年推出了改善室内助培养、维护和促进人类健康和福祉，创建一个既有益于人类健康，又拥有良好性能的生活空间。Delos 平台为用户提供规划、咨询、调研服务，还提供一系列的创新产品和相关技术。
TNCS Clothing,生活消费,平台：WEB,坐标：印度,官网：不详,成立时间：2002,"股权投资,1.4亿,美元,融资完成",立即认领,运营状态：正在运营,美业/服装,TNCSClothing主要面向年龄25岁至40岁女性，进行现代时尚及民族风格的服装设计、生产和销售业务，公司设有三大品牌W、Aurelia和Wishful。在印度、毛里求斯、斯里兰卡和中东地区有1600多个销售点，并在100多个城市设立有300多家的专卖店。,,,http://pic2.pedaily.cn/newseed/project/201609/20160908164025919.png,http://www.newseed.cn/project/53292,TNCS Clothing,TNCS Clothing主要面向年龄25岁至40岁女性，进行现代时尚及民族风格的服装设计、生产和销售业务，公司设有三大品牌W、Aurelia和Wishful。在印度、毛里求斯、斯里兰卡和中东地区有1600 多个销售点，并在100多个城市设立有300多家的专卖店。
NeoGrowth,房产金融,平台：WEB,坐标：印度,官网：www.neogrowth.in,成立时间：不详,"股权投资,3500万,美元,融资完成",立即认领,运营状态：正在运营,大数据大宗批发零售行业及技术解决方案,印度金融初创公司NeoGrowth主要根据本土商户的业务需要，为他们提供短期贷款服务。在大数据和技术驱动的帮助下，NeoGrowth公司为中小型零售企业提供了弹性且极具创新的贷款产品解决方案，保护零售商免收未来信用危机和债务问题的困扰。,,,http://pic2.pedaily.cn/newseed/project/201607/20160711104338457.jpg,http://www.newseed.cn/project/52088,NeoGrowth Credit Pvt. Ltd.,印度金融初创公司NeoGrowth主要根据本土商户的业务需要，为他们提供短期贷款服务。在大数据和技术驱动的帮助下，NeoGrowth公司为中小型零售企业提供了弹性且极具创新的贷款产品解决方案，保护零售商免收未来信用危机和债务问题的困扰。
无锡迅力自动化商业计划书,传统行业,平台：其他,坐标：无锡市,官网：www.xunliauto.com,成立时间：2016-03-30,"股权投资,200万,人民币,需要融资",约谈,运营状态：正在运营,制造业,无锡迅力自动化设备有限公司坐落于江苏省无锡市，公司成立于2016年3月，主要生产的自动化设备用于袋装物料卸垛拆包作业.,Henry.Huang,黄海旭总经理,http://www.newseed.cn/upload2/project/logo/201708/08131458015.jpg,http://www.newseed.cn/project/60306,N/A,
SightPano,硬件,平台：WEB,坐标：北京市,官网：www.sightpano.com,成立时间：2009,"股权投资,金额未透露,融资完成",立即认领,运营状态：正在运营,视频图像视频体育培训赛事运营/经纪户外/极限运动体育设施/场馆,,,,http://pic.pedaily.cn/newseed/project/20151109/20151109105320835.jpg,http://www.newseed.cn/project/46675,北京互动视界文化传媒有限公司,SightPano目前专注的全景视觉内容，应用场景包括演出、体育赛事、极限运动体验、汽车房产虚拟体验、科博场馆、特色街区虚拟漫游等。这种全景视觉内容的制作一般是通过多目摄像设备采集素材，然后将多个摄像头里的素材通过算法拼接剪切成360度的全景视频，最后适配成各个头盔可以观看的内容。
银江股份,信息技术,平台：其他,坐标：杭州市,官网：www.enjoyor.net,成立时间：不详,"股权投资,2亿,人民币,融资完成",立即认领,运营状态：不详,,"2015年8月12日，云南惠众股权投资基金管理有限公司旗下的云南惠潮投资合伙企业（有限合伙）投资银江股份有限公司2.00亿元人民币，占股1.33%。银江股份有限公司本次发行价为23.00元/股，云南惠潮投资合伙企业（有限合伙）认购了8,695,652股。",,,http://pic.pedaily.cn/newseed/project/20150817/20150817100837376.jpg,http://www.newseed.cn/project/20291,银江股份有限公司,浙江银江电子股份有限公司由银江科技集团、美国INTEL公司、浙江省科技厅等共同投资建立。公司以移动计算及智能识别为核心技术，提供城市各领域智能化整体解决方案，致力于城市交通智能化、医疗数字化、楼宇智能化、教育信息化、安防自动化、金融电子化等建设。
断我尘网咖,文化娱乐,平台：其他,坐标：盐城市,官网：不详,成立时间：2015-08-08,"股权投资,180万,人民币,需要融资",约谈,运营状态：未上线,,断我尘网咖参照了国内一线二线城市的网鱼网咖所建立的新型的网咖，在网鱼网咖的基础上增加新的服务项目，以满足更多的客户需求！从而达到盈利的目的！,断我尘网咖,,http://newseed.pedaily.cn/Upload/project/201508/20150809@172940.jpeg,http://www.newseed.cn/project/40112,N/A,
